[11:58:34] [main/INFO]: ModLauncher running: args [--username, LinksApprentice, --version, forge-47.3.0, --gameDir, D:\MC modding\Instances\Path Accesion, --assetsDir, D:\MC modding\Install\assets, --assetIndex, 5, --uuid, 2236429e762746aba45224c7749b303b, --accessToken, ????????, --clientId, 109f488-8ff088-1d3e2f-ff479f-111595, --xuid, 2535405300899345, --userType, msa, --versionType, release, --width, 2560, --height, 1440, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[11:58:34] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Eclipse Adoptium; OS Windows 11 arch amd64 version 10.0
	at net.minecraftforge.eventbus.EventBusEngine.processClass(EventBusEngine.java:26) ~[eventbus-6.0.5.jar:?]
	at net.minecraftforge.eventbus.service.ModLauncherService.processClassWithFlags(ModLauncherService.java:32) ~[eventbus-6.0.5.jar:6.0.5+6.0.5+master.eb8e549b]
	at cpw.mods.modlauncher.LaunchPluginHandler.offerClassNodeToPlugins(LaunchPluginHandler.java:88) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.ClassTransformer.transform(ClassTransformer.java:120) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.TransformingClassLoader.maybeTransformClassBytes(TransformingClassLoader.java:50) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.cl.ModuleClassLoader.readerToClass(ModuleClassLoader.java:113) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.lambda$findClass$15(ModuleClassLoader.java:219) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.loadFromModule(ModuleClassLoader.java:229) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.findClass(ModuleClassLoader.java:219) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.loadClass(ModuleClassLoader.java:135) ~[securejarhandler-2.1.10.jar:?]
	at java.lang.ClassLoader.loadClass(Unknown Source) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$RequiresUnlockAction$Data$Companion$1.invoke(CosmeticProperty.kt:187) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$RequiresUnlockAction$Data$Companion$1.invoke(CosmeticProperty.kt:187) ~[?:?]
	at kotlin.SafePublicationLazyImpl.getValue(LazyJVM.kt:107) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$RequiresUnlockAction$Data$Companion.get$cachedSerializer(CosmeticProperty.kt:187) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$RequiresUnlockAction$Data$Companion.serializer(CosmeticProperty.kt:187) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$RequiresUnlockAction.<clinit>(CosmeticProperty.kt:176) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$TheSerializer.<clinit>(CosmeticProperty.kt:339) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion$json$2$1.invoke(CosmeticProperty.kt:355) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion$json$2$1.invoke(CosmeticProperty.kt:353) ~[?:?]
	at kotlinx.serialization.json.JsonKt.Json(Json.kt:199) ~[?:?]
	at kotlinx.serialization.json.JsonKt.Json$default(Json.kt:197) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion$json$2.invoke(CosmeticProperty.kt:353) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion$json$2.invoke(CosmeticProperty.kt:352) ~[?:?]
	at kotlin.SynchronizedLazyImpl.getValue(LazyJVM.kt:74) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion.getJson(CosmeticProperty.kt:352) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion.fromJsonArray(CosmeticProperty.kt:363) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.InfraCosmeticsData$addCosmetic$settingsFuture$1.invoke(InfraCosmeticsData.kt:125) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.InfraCosmeticsData$addCosmetic$settingsFuture$1.invoke(InfraCosmeticsData.kt:125) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.InfraCosmeticsData.addCosmetic$lambda$3(InfraCosmeticsData.kt:125) ~[?:?]
	at java.util.concurrent.CompletableFuture$UniApply.tryFire(Unknown Source) ~[?:?]
	at java.util.concurrent.CompletableFuture$Completion.exec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(Unknown Source) ~[?:?]
[11:58:58] [ForkJoinPool.commonPool-worker-2/ERROR]: Could not find parent gg/essential/mod/cosmetics/settings/CosmeticProperty$RequiresUnlockAction$Data for class gg/essential/mod/cosmetics/settings/CosmeticProperty$RequiresUnlockAction$Data$OpenLink in classloader jdk.internal.loader.ClassLoaders$AppClassLoader@6f496d9f on thread Thread[ForkJoinPool.commonPool-worker-2,5,main]
[11:58:58] [ForkJoinPool.commonPool-worker-2/ERROR]: An error occurred building event handler
java.lang.ClassNotFoundException: gg.essential.mod.cosmetics.settings.CosmeticProperty$RequiresUnlockAction$Data
	at jdk.internal.loader.BuiltinClassLoader.loadClass(Unknown Source) ~[?:?]
	at jdk.internal.loader.ClassLoaders$AppClassLoader.loadClass(Unknown Source) ~[?:?]
	at java.lang.ClassLoader.loadClass(Unknown Source) ~[?:?]
	at net.minecraftforge.eventbus.EventSubclassTransformer.buildEvents(EventSubclassTransformer.java:97) ~[eventbus-6.0.5.jar:?]
	at net.minecraftforge.eventbus.EventSubclassTransformer.transform(EventSubclassTransformer.java:48) ~[eventbus-6.0.5.jar:?]
	at net.minecraftforge.eventbus.EventBusEngine.processClass(EventBusEngine.java:26) ~[eventbus-6.0.5.jar:?]
	at net.minecraftforge.eventbus.service.ModLauncherService.processClassWithFlags(ModLauncherService.java:32) ~[eventbus-6.0.5.jar:6.0.5+6.0.5+master.eb8e549b]
	at cpw.mods.modlauncher.LaunchPluginHandler.offerClassNodeToPlugins(LaunchPluginHandler.java:88) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.ClassTransformer.transform(ClassTransformer.java:120) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.TransformingClassLoader.maybeTransformClassBytes(TransformingClassLoader.java:50) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.cl.ModuleClassLoader.readerToClass(ModuleClassLoader.java:113) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.lambda$findClass$15(ModuleClassLoader.java:219) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.loadFromModule(ModuleClassLoader.java:229) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.findClass(ModuleClassLoader.java:219) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.loadClass(ModuleClassLoader.java:135) ~[securejarhandler-2.1.10.jar:?]
	at java.lang.ClassLoader.loadClass(Unknown Source) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$RequiresUnlockAction$Data$Companion$1.invoke(CosmeticProperty.kt:187) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$RequiresUnlockAction$Data$Companion$1.invoke(CosmeticProperty.kt:187) ~[?:?]
	at kotlin.SafePublicationLazyImpl.getValue(LazyJVM.kt:107) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$RequiresUnlockAction$Data$Companion.get$cachedSerializer(CosmeticProperty.kt:187) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$RequiresUnlockAction$Data$Companion.serializer(CosmeticProperty.kt:187) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$RequiresUnlockAction.<clinit>(CosmeticProperty.kt:176) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$TheSerializer.<clinit>(CosmeticProperty.kt:339) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion$json$2$1.invoke(CosmeticProperty.kt:355) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion$json$2$1.invoke(CosmeticProperty.kt:353) ~[?:?]
	at kotlinx.serialization.json.JsonKt.Json(Json.kt:199) ~[?:?]
	at kotlinx.serialization.json.JsonKt.Json$default(Json.kt:197) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion$json$2.invoke(CosmeticProperty.kt:353) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion$json$2.invoke(CosmeticProperty.kt:352) ~[?:?]
	at kotlin.SynchronizedLazyImpl.getValue(LazyJVM.kt:74) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion.getJson(CosmeticProperty.kt:352) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion.fromJsonArray(CosmeticProperty.kt:363) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.InfraCosmeticsData$addCosmetic$settingsFuture$1.invoke(InfraCosmeticsData.kt:125) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.InfraCosmeticsData$addCosmetic$settingsFuture$1.invoke(InfraCosmeticsData.kt:125) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.InfraCosmeticsData.addCosmetic$lambda$3(InfraCosmeticsData.kt:125) ~[?:?]
	at java.util.concurrent.CompletableFuture$UniApply.tryFire(Unknown Source) ~[?:?]
	at java.util.concurrent.CompletableFuture$Completion.exec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(Unknown Source) ~[?:?]
[11:58:58] [ForkJoinPool.commonPool-worker-2/ERROR]: Could not find parent gg/essential/mod/cosmetics/settings/CosmeticProperty for class gg/essential/mod/cosmetics/settings/CosmeticProperty$PreviewResetTime in classloader jdk.internal.loader.ClassLoaders$AppClassLoader@6f496d9f on thread Thread[ForkJoinPool.commonPool-worker-2,5,main]
[11:58:58] [ForkJoinPool.commonPool-worker-2/ERROR]: An error occurred building event handler
java.lang.ClassNotFoundException: gg.essential.mod.cosmetics.settings.CosmeticProperty
	at jdk.internal.loader.BuiltinClassLoader.loadClass(Unknown Source) ~[?:?]
	at jdk.internal.loader.ClassLoaders$AppClassLoader.loadClass(Unknown Source) ~[?:?]
	at java.lang.ClassLoader.loadClass(Unknown Source) ~[?:?]
	at net.minecraftforge.eventbus.EventSubclassTransformer.buildEvents(EventSubclassTransformer.java:97) ~[eventbus-6.0.5.jar:?]
	at net.minecraftforge.eventbus.EventSubclassTransformer.transform(EventSubclassTransformer.java:48) ~[eventbus-6.0.5.jar:?]
	at net.minecraftforge.eventbus.EventBusEngine.processClass(EventBusEngine.java:26) ~[eventbus-6.0.5.jar:?]
	at net.minecraftforge.eventbus.service.ModLauncherService.processClassWithFlags(ModLauncherService.java:32) ~[eventbus-6.0.5.jar:6.0.5+6.0.5+master.eb8e549b]
	at cpw.mods.modlauncher.LaunchPluginHandler.offerClassNodeToPlugins(LaunchPluginHandler.java:88) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.ClassTransformer.transform(ClassTransformer.java:120) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.TransformingClassLoader.maybeTransformClassBytes(TransformingClassLoader.java:50) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.cl.ModuleClassLoader.readerToClass(ModuleClassLoader.java:113) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.lambda$findClass$15(ModuleClassLoader.java:219) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.loadFromModule(ModuleClassLoader.java:229) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.findClass(ModuleClassLoader.java:219) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.loadClass(ModuleClassLoader.java:135) ~[securejarhandler-2.1.10.jar:?]
	at java.lang.ClassLoader.loadClass(Unknown Source) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$TheSerializer.<clinit>(CosmeticProperty.kt:340) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion$json$2$1.invoke(CosmeticProperty.kt:355) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion$json$2$1.invoke(CosmeticProperty.kt:353) ~[?:?]
	at kotlinx.serialization.json.JsonKt.Json(Json.kt:199) ~[?:?]
	at kotlinx.serialization.json.JsonKt.Json$default(Json.kt:197) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion$json$2.invoke(CosmeticProperty.kt:353) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion$json$2.invoke(CosmeticProperty.kt:352) ~[?:?]
	at kotlin.SynchronizedLazyImpl.getValue(LazyJVM.kt:74) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion.getJson(CosmeticProperty.kt:352) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion.fromJsonArray(CosmeticProperty.kt:363) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.InfraCosmeticsData$addCosmetic$settingsFuture$1.invoke(InfraCosmeticsData.kt:125) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.InfraCosmeticsData$addCosmetic$settingsFuture$1.invoke(InfraCosmeticsData.kt:125) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.InfraCosmeticsData.addCosmetic$lambda$3(InfraCosmeticsData.kt:125) ~[?:?]
	at java.util.concurrent.CompletableFuture$UniApply.tryFire(Unknown Source) ~[?:?]
	at java.util.concurrent.CompletableFuture$Completion.exec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(Unknown Source) ~[?:?]
[11:58:58] [ForkJoinPool.commonPool-worker-2/ERROR]: Could not find parent gg/essential/mod/cosmetics/settings/CosmeticProperty for class gg/essential/mod/cosmetics/settings/CosmeticProperty$Localization in classloader jdk.internal.loader.ClassLoaders$AppClassLoader@6f496d9f on thread Thread[ForkJoinPool.commonPool-worker-2,5,main]
[11:58:58] [ForkJoinPool.commonPool-worker-2/ERROR]: An error occurred building event handler
java.lang.ClassNotFoundException: gg.essential.mod.cosmetics.settings.CosmeticProperty
	at jdk.internal.loader.BuiltinClassLoader.loadClass(Unknown Source) ~[?:?]
	at jdk.internal.loader.ClassLoaders$AppClassLoader.loadClass(Unknown Source) ~[?:?]
	at java.lang.ClassLoader.loadClass(Unknown Source) ~[?:?]
	at net.minecraftforge.eventbus.EventSubclassTransformer.buildEvents(EventSubclassTransformer.java:97) ~[eventbus-6.0.5.jar:?]
	at net.minecraftforge.eventbus.EventSubclassTransformer.transform(EventSubclassTransformer.java:48) ~[eventbus-6.0.5.jar:?]
	at net.minecraftforge.eventbus.EventBusEngine.processClass(EventBusEngine.java:26) ~[eventbus-6.0.5.jar:?]
	at net.minecraftforge.eventbus.service.ModLauncherService.processClassWithFlags(ModLauncherService.java:32) ~[eventbus-6.0.5.jar:6.0.5+6.0.5+master.eb8e549b]
	at cpw.mods.modlauncher.LaunchPluginHandler.offerClassNodeToPlugins(LaunchPluginHandler.java:88) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.ClassTransformer.transform(ClassTransformer.java:120) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.TransformingClassLoader.maybeTransformClassBytes(TransformingClassLoader.java:50) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.cl.ModuleClassLoader.readerToClass(ModuleClassLoader.java:113) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.lambda$findClass$15(ModuleClassLoader.java:219) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.loadFromModule(ModuleClassLoader.java:229) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.findClass(ModuleClassLoader.java:219) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.loadClass(ModuleClassLoader.java:135) ~[securejarhandler-2.1.10.jar:?]
	at java.lang.ClassLoader.loadClass(Unknown Source) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$TheSerializer.<clinit>(CosmeticProperty.kt:341) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion$json$2$1.invoke(CosmeticProperty.kt:355) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion$json$2$1.invoke(CosmeticProperty.kt:353) ~[?:?]
	at kotlinx.serialization.json.JsonKt.Json(Json.kt:199) ~[?:?]
	at kotlinx.serialization.json.JsonKt.Json$default(Json.kt:197) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion$json$2.invoke(CosmeticProperty.kt:353) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion$json$2.invoke(CosmeticProperty.kt:352) ~[?:?]
	at kotlin.SynchronizedLazyImpl.getValue(LazyJVM.kt:74) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion.getJson(CosmeticProperty.kt:352) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion.fromJsonArray(CosmeticProperty.kt:363) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.InfraCosmeticsData$addCosmetic$settingsFuture$1.invoke(InfraCosmeticsData.kt:125) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.InfraCosmeticsData$addCosmetic$settingsFuture$1.invoke(InfraCosmeticsData.kt:125) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.InfraCosmeticsData.addCosmetic$lambda$3(InfraCosmeticsData.kt:125) ~[?:?]
	at java.util.concurrent.CompletableFuture$UniApply.tryFire(Unknown Source) ~[?:?]
	at java.util.concurrent.CompletableFuture$Completion.exec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(Unknown Source) ~[?:?]
[11:58:58] [ForkJoinPool.commonPool-worker-2/ERROR]: Could not find parent gg/essential/mod/cosmetics/settings/CosmeticProperty for class gg/essential/mod/cosmetics/settings/CosmeticProperty$TransitionDelay in classloader jdk.internal.loader.ClassLoaders$AppClassLoader@6f496d9f on thread Thread[ForkJoinPool.commonPool-worker-2,5,main]
[11:58:58] [ForkJoinPool.commonPool-worker-2/ERROR]: An error occurred building event handler
java.lang.ClassNotFoundException: gg.essential.mod.cosmetics.settings.CosmeticProperty
	at jdk.internal.loader.BuiltinClassLoader.loadClass(Unknown Source) ~[?:?]
	at jdk.internal.loader.ClassLoaders$AppClassLoader.loadClass(Unknown Source) ~[?:?]
	at java.lang.ClassLoader.loadClass(Unknown Source) ~[?:?]
	at net.minecraftforge.eventbus.EventSubclassTransformer.buildEvents(EventSubclassTransformer.java:97) ~[eventbus-6.0.5.jar:?]
	at net.minecraftforge.eventbus.EventSubclassTransformer.transform(EventSubclassTransformer.java:48) ~[eventbus-6.0.5.jar:?]
	at net.minecraftforge.eventbus.EventBusEngine.processClass(EventBusEngine.java:26) ~[eventbus-6.0.5.jar:?]
	at net.minecraftforge.eventbus.service.ModLauncherService.processClassWithFlags(ModLauncherService.java:32) ~[eventbus-6.0.5.jar:6.0.5+6.0.5+master.eb8e549b]
	at cpw.mods.modlauncher.LaunchPluginHandler.offerClassNodeToPlugins(LaunchPluginHandler.java:88) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.ClassTransformer.transform(ClassTransformer.java:120) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.TransformingClassLoader.maybeTransformClassBytes(TransformingClassLoader.java:50) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.cl.ModuleClassLoader.readerToClass(ModuleClassLoader.java:113) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.lambda$findClass$15(ModuleClassLoader.java:219) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.loadFromModule(ModuleClassLoader.java:229) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.findClass(ModuleClassLoader.java:219) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.loadClass(ModuleClassLoader.java:135) ~[securejarhandler-2.1.10.jar:?]
	at java.lang.ClassLoader.loadClass(Unknown Source) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$TheSerializer.<clinit>(CosmeticProperty.kt:342) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion$json$2$1.invoke(CosmeticProperty.kt:355) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion$json$2$1.invoke(CosmeticProperty.kt:353) ~[?:?]
	at kotlinx.serialization.json.JsonKt.Json(Json.kt:199) ~[?:?]
	at kotlinx.serialization.json.JsonKt.Json$default(Json.kt:197) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion$json$2.invoke(CosmeticProperty.kt:353) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion$json$2.invoke(CosmeticProperty.kt:352) ~[?:?]
	at kotlin.SynchronizedLazyImpl.getValue(LazyJVM.kt:74) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion.getJson(CosmeticProperty.kt:352) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion.fromJsonArray(CosmeticProperty.kt:363) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.InfraCosmeticsData$addCosmetic$settingsFuture$1.invoke(InfraCosmeticsData.kt:125) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.InfraCosmeticsData$addCosmetic$settingsFuture$1.invoke(InfraCosmeticsData.kt:125) ~[?:?]
	at gg.essential.network.connectionmanager.cosmetics.InfraCosmeticsData.addCosmetic$lambda$3(InfraCosmeticsData.kt:125) ~[?:?]
	at java.util.concurrent.CompletableFuture$UniApply.tryFire(Unknown Source) ~[?:?]
	at java.util.concurrent.CompletableFuture$Completion.exec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(Unknown Source) ~[?:?]
[11:58:58] [ForkJoinPool.commonPool-worker-2/ERROR]: Could not find parent gg/essential/mod/cosmetics/settings/CosmeticProperty for class gg/essential/mod/cosmetics/settings/CosmeticProperty$Variants in classloader jdk.internal.loader.ClassLoaders$AppClassLoader@6f496d9f on thread Thread[ForkJoinPool.commonPool-worker-2,5,main]
[11:58:58] [ForkJoinPool.commonPool-worker-2/ERROR]: An error occurred building event handler
java.lang.ClassNotFoundException: gg.essential.mod.cosmetics.settings.CosmeticProperty
	at jdk.internal.loader.BuiltinClassLoader.loadClass(Unknown Source) ~[?:?]
	at jdk.internal.loader.ClassLoaders$AppClassLoader.loadClass(Unknown Source) ~[?:?]
	at java.lang.ClassLoader.loadClass(Unknown Source) ~[?:?]
	at net.minecraftforge.eventbus.EventSubclassTransformer.buildEvents(EventSubclassTransformer.java:97) ~[eventbus-6.0.5.jar:?]
	at net.minecraftforge.eventbus.EventSubclassTransformer.transform(EventSubclassTransformer.java:48) ~[eventbus-6.0.5.jar:?]
	at net.minecraftforge.eventbus.EventBusEngine.processClass(EventBusEngine.java:26) ~[eventbus-6.0.5.jar:?]
	at net.minecraftforge.eventbus.service.ModLauncherService.processClassWithFlags(ModLauncherService.java:32) ~[eventbus-6.0.5.jar:6.0.5+6.0.5+master.eb8e549b]
	at cpw.mods.modlauncher.LaunchPluginHandler.offerClassNodeToPlugins(LaunchPluginHandler.java:88) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.ClassTransformer.transform(ClassTransformer.java:120) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.TransformingClassLoader.maybeTransformClassBytes(TransformingClassLoader.java:50) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.cl.ModuleClassLoader.readerToClass(ModuleClassLoader.java:113) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.lambda$findClass$15(ModuleClassLoader.java:219) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.loadFromModule(ModuleClassLoader.java:229) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.findClass(ModuleClassLoader.java:219) ~[securejarhandler-2.1.10.jar:?]
	at cpw.mods.cl.ModuleClassLoader.loadClass(ModuleClassLoader.java:135) ~[securejarhandler-2.1.10.jar:?]
	at java.lang.ClassLoader.loadClass(Unknown Source) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$TheSerializer.<clinit>(CosmeticProperty.kt:343) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion$json$2$1.invoke(CosmeticProperty.kt:355) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion$json$2$1.invoke(CosmeticProperty.kt:353) ~[?:?]
	at kotlinx.serialization.json.JsonKt.Json(Json.kt:199) ~[?:?]
	at kotlinx.serialization.json.JsonKt.Json$default(Json.kt:197) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion$json$2.invoke(CosmeticProperty.kt:353) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion$json$2.invoke(CosmeticProperty.kt:352) ~[?:?]
	at kotlin.SynchronizedLazyImpl.getValue(LazyJVM.kt:74) ~[?:?]
	at gg.essential.mod.cosmetics.settings.CosmeticProperty$Companion.getJson(CosmeticProperty.kt:352) ~[?:?]
